store_id,store_name,product_id,product_name,product_qty_sold,percentage_contribution_to_store_qty
1,"Central Square",16,"EcoWare Fashion Item 16",37,0.43
1,"Central Square",88,"UrbanX Fashion Item 88",37,0.43
1,"Central Square",12,"UrbanX Fashion Item 12",37,0.43
1,"Central Square",53,"UrbanX Books Item 53",37,0.43
1,"Central Square",274,"Nova Sports Item 274",37,0.43
1,"Central Square",114,"Zenon Toys Item 114",37,0.43
1,"Central Square",112,"Zenon Toys Item 112",37,0.43
1,"Central Square",249,"Pulse Beauty Item 249",37,0.43
1,"Central Square",45,"Nova Sports Item 45",36,0.42
1,"Central Square",130,"Freshly Fashion Item 130",36,0.42
1,"Central Square",78,"PlayOn Fashion Item 78",36,0.42
1,"Central Square",295,"Crafto Fashion Item 295",36,0.42
1,"Central Square",2,"Freshly Books Item 2",36,0.42
1,"Central Square",264,"Zenon Electronics Item 264",36,0.42
1,"Central Square",157,"Nova Beauty Item 157",35,0.41
1,"Central Square",261,"Freshly Toys Item 261",35,0.41
1,"Central Square",196,"Nova Electronics Item 196",35,0.41
1,"Central Square",134,"Luxe Electronics Item 134",35,0.41
1,"Central Square",178,"Nova Electronics Item 178",35,0.41
1,"Central Square",28,"PlayOn Fashion Item 28",35,0.41
1,"Central Square",275,"PlayOn Beauty Item 275",35,0.41
1,"Central Square",7,"PlayOn Toys Item 7",35,0.41
1,"Central Square",67,"Luxe Fashion Item 67",35,0.41
1,"Central Square",79,"Freshly Grocery Item 79",35,0.41
1,"Central Square",32,"Acme Grocery Item 32",35,0.41
1,"Central Square",283,"Pulse Fashion Item 283",35,0.41
1,"Central Square",123,"Acme Sports Item 123",34,0.40
1,"Central Square",8,"Luxe Home Item 8",34,0.40
1,"Central Square",292,"Acme Sports Item 292",34,0.40
1,"Central Square",174,"EcoWare Books Item 174",34,0.40
1,"Central Square",21,"Luxe Books Item 21",34,0.40
1,"Central Square",170,"Zenon Grocery Item 170",34,0.40
1,"Central Square",218,"Freshly Beauty Item 218",34,0.40
1,"Central Square",38,"Acme Grocery Item 38",34,0.40
1,"Central Square",211,"Pulse Home Item 211",34,0.40
1,"Central Square",39,"PlayOn Home Item 39",34,0.40
1,"Central Square",253,"Freshly Books Item 253",34,0.40
1,"Central Square",83,"Pulse Electronics Item 83",34,0.40
1,"Central Square",54,"EcoWare Electronics Item 54",33,0.38
1,"Central Square",284,"Acme Sports Item 284",33,0.38
1,"Central Square",76,"Nova Books Item 76",33,0.38
1,"Central Square",183,"Nova Sports Item 183",33,0.38
1,"Central Square",95,"Crafto Electronics Item 95",32,0.37
1,"Central Square",94,"Nova Home Item 94",32,0.37
1,"Central Square",131,"Crafto Electronics Item 131",32,0.37
1,"Central Square",113,"Acme Books Item 113",32,0.37
1,"Central Square",61,"EcoWare Books Item 61",32,0.37
1,"Central Square",166,"UrbanX Fashion Item 166",32,0.37
1,"Central Square",128,"UrbanX Home Item 128",31,0.36
1,"Central Square",210,"Nova Books Item 210",31,0.36
1,"Central Square",206,"UrbanX Electronics Item 206",31,0.36
1,"Central Square",143,"Zenon Beauty Item 143",31,0.36
1,"Central Square",299,"Crafto Fashion Item 299",31,0.36
1,"Central Square",71,"Acme Grocery Item 71",31,0.36
1,"Central Square",214,"Luxe Electronics Item 214",31,0.36
1,"Central Square",164,"Crafto Home Item 164",31,0.36
1,"Central Square",190,"Pulse Toys Item 190",31,0.36
1,"Central Square",11,"Luxe Beauty Item 11",31,0.36
1,"Central Square",184,"Pulse Home Item 184",30,0.35
1,"Central Square",42,"Luxe Beauty Item 42",30,0.35
1,"Central Square",19,"Crafto Beauty Item 19",30,0.35
1,"Central Square",70,"Zenon Sports Item 70",30,0.35
1,"Central Square",145,"PlayOn Electronics Item 145",30,0.35
1,"Central Square",171,"Nova Toys Item 171",30,0.35
1,"Central Square",297,"EcoWare Home Item 297",30,0.35
1,"Central Square",60,"Nova Beauty Item 60",30,0.35
1,"Central Square",103,"Zenon Electronics Item 103",30,0.35
1,"Central Square",222,"Zenon Home Item 222",30,0.35
1,"Central Square",240,"Luxe Sports Item 240",30,0.35
1,"Central Square",161,"Luxe Fashion Item 161",30,0.35
1,"Central Square",62,"Acme Fashion Item 62",30,0.35
1,"Central Square",147,"Nova Books Item 147",30,0.35
1,"Central Square",98,"Crafto Beauty Item 98",30,0.35
1,"Central Square",224,"Acme Beauty Item 224",30,0.35
1,"Central Square",15,"EcoWare Toys Item 15",30,0.35
1,"Central Square",57,"PlayOn Electronics Item 57",29,0.34
1,"Central Square",37,"Pulse Fashion Item 37",29,0.34
1,"Central Square",31,"UrbanX Fashion Item 31",29,0.34
1,"Central Square",230,"Freshly Home Item 230",29,0.34
1,"Central Square",254,"Crafto Beauty Item 254",29,0.34
1,"Central Square",111,"PlayOn Home Item 111",29,0.34
1,"Central Square",65,"Acme Grocery Item 65",29,0.34
1,"Central Square",250,"Pulse Books Item 250",29,0.34
1,"Central Square",268,"Freshly Home Item 268",29,0.34
1,"Central Square",14,"Luxe Toys Item 14",29,0.34
1,"Central Square",220,"Acme Fashion Item 220",29,0.34
1,"Central Square",227,"Luxe Toys Item 227",29,0.34
1,"Central Square",259,"EcoWare Electronics Item 259",29,0.34
1,"Central Square",241,"Crafto Beauty Item 241",28,0.33
1,"Central Square",226,"Zenon Fashion Item 226",28,0.33
1,"Central Square",59,"Pulse Home Item 59",28,0.33
1,"Central Square",104,"Nova Fashion Item 104",28,0.33
1,"Central Square",258,"Zenon Toys Item 258",28,0.33
1,"Central Square",289,"Pulse Grocery Item 289",28,0.33
1,"Central Square",282,"UrbanX Books Item 282",28,0.33
1,"Central Square",293,"Acme Fashion Item 293",28,0.33
1,"Central Square",23,"PlayOn Beauty Item 23",28,0.33
1,"Central Square",188,"Pulse Toys Item 188",28,0.33
1,"Central Square",77,"Pulse Home Item 77",28,0.33
1,"Central Square",124,"Luxe Beauty Item 124",28,0.33
1,"Central Square",74,"Acme Home Item 74",28,0.33
1,"Central Square",135,"UrbanX Beauty Item 135",27,0.31
1,"Central Square",129,"EcoWare Home Item 129",27,0.31
1,"Central Square",257,"Nova Books Item 257",27,0.31
1,"Central Square",280,"Crafto Electronics Item 280",27,0.31
1,"Central Square",207,"Pulse Toys Item 207",27,0.31
1,"Central Square",189,"Pulse Grocery Item 189",27,0.31
1,"Central Square",290,"Pulse Grocery Item 290",27,0.31
1,"Central Square",56,"Zenon Beauty Item 56",27,0.31
1,"Central Square",91,"Acme Home Item 91",27,0.31
1,"Central Square",187,"Zenon Beauty Item 187",27,0.31
1,"Central Square",26,"UrbanX Grocery Item 26",26,0.30
1,"Central Square",151,"Acme Sports Item 151",26,0.30
1,"Central Square",10,"Freshly Electronics Item 10",26,0.30
1,"Central Square",5,"Freshly Beauty Item 5",26,0.30
1,"Central Square",205,"Freshly Fashion Item 205",26,0.30
1,"Central Square",260,"Crafto Sports Item 260",26,0.30
1,"Central Square",225,"UrbanX Fashion Item 225",26,0.30
1,"Central Square",9,"EcoWare Grocery Item 9",26,0.30
1,"Central Square",239,"Acme Beauty Item 239",26,0.30
1,"Central Square",179,"Zenon Grocery Item 179",26,0.30
1,"Central Square",181,"Zenon Electronics Item 181",26,0.30
1,"Central Square",118,"Nova Home Item 118",26,0.30
1,"Central Square",246,"Crafto Beauty Item 246",25,0.29
1,"Central Square",93,"PlayOn Beauty Item 93",25,0.29
1,"Central Square",204,"Zenon Fashion Item 204",25,0.29
1,"Central Square",73,"Crafto Sports Item 73",25,0.29
1,"Central Square",234,"Crafto Beauty Item 234",25,0.29
1,"Central Square",231,"Acme Sports Item 231",25,0.29
1,"Central Square",86,"Luxe Fashion Item 86",25,0.29
1,"Central Square",155,"Luxe Books Item 155",25,0.29
1,"Central Square",108,"Zenon Toys Item 108",25,0.29
1,"Central Square",27,"Crafto Fashion Item 27",25,0.29
1,"Central Square",1,"PlayOn Toys Item 1",25,0.29
1,"Central Square",180,"Luxe Grocery Item 180",25,0.29
1,"Central Square",121,"Pulse Fashion Item 121",25,0.29
1,"Central Square",85,"Pulse Grocery Item 85",25,0.29
1,"Central Square",216,"Freshly Home Item 216",25,0.29
1,"Central Square",267,"EcoWare Grocery Item 267",25,0.29
1,"Central Square",146,"Freshly Home Item 146",25,0.29
1,"Central Square",101,"EcoWare Toys Item 101",25,0.29
1,"Central Square",300,"Zenon Toys Item 300",24,0.28
1,"Central Square",182,"Crafto Home Item 182",24,0.28
1,"Central Square",24,"EcoWare Grocery Item 24",24,0.28
1,"Central Square",252,"Freshly Sports Item 252",24,0.28
1,"Central Square",286,"Crafto Sports Item 286",24,0.28
1,"Central Square",51,"Crafto Books Item 51",24,0.28
1,"Central Square",266,"PlayOn Grocery Item 266",24,0.28
1,"Central Square",288,"UrbanX Toys Item 288",24,0.28
1,"Central Square",41,"UrbanX Toys Item 41",24,0.28
1,"Central Square",263,"Nova Beauty Item 263",24,0.28
1,"Central Square",229,"Freshly Sports Item 229",24,0.28
1,"Central Square",194,"Acme Toys Item 194",24,0.28
1,"Central Square",195,"PlayOn Home Item 195",24,0.28
1,"Central Square",144,"Crafto Grocery Item 144",24,0.28
1,"Central Square",116,"Zenon Fashion Item 116",23,0.27
1,"Central Square",63,"Crafto Grocery Item 63",22,0.26
1,"Central Square",291,"Freshly Sports Item 291",22,0.26
1,"Central Square",235,"EcoWare Books Item 235",22,0.26
1,"Central Square",175,"Acme Fashion Item 175",22,0.26
1,"Central Square",75,"UrbanX Sports Item 75",22,0.26
1,"Central Square",163,"Crafto Toys Item 163",22,0.26
1,"Central Square",233,"Luxe Home Item 233",22,0.26
1,"Central Square",150,"Luxe Electronics Item 150",22,0.26
1,"Central Square",25,"Nova Electronics Item 25",21,0.24
1,"Central Square",200,"Luxe Sports Item 200",21,0.24
1,"Central Square",44,"EcoWare Fashion Item 44",21,0.24
1,"Central Square",217,"Acme Books Item 217",21,0.24
1,"Central Square",99,"UrbanX Sports Item 99",21,0.24
1,"Central Square",153,"Luxe Books Item 153",21,0.24
1,"Central Square",13,"Freshly Electronics Item 13",21,0.24
1,"Central Square",236,"UrbanX Toys Item 236",21,0.24
1,"Central Square",152,"PlayOn Grocery Item 152",21,0.24
1,"Central Square",127,"Zenon Sports Item 127",21,0.24
1,"Central Square",117,"Pulse Books Item 117",21,0.24
1,"Central Square",49,"Crafto Beauty Item 49",21,0.24
1,"Central Square",173,"UrbanX Fashion Item 173",21,0.24
1,"Central Square",238,"Nova Books Item 238",21,0.24
1,"Central Square",270,"Pulse Beauty Item 270",20,0.23
1,"Central Square",294,"Nova Electronics Item 294",20,0.23
1,"Central Square",30,"Zenon Fashion Item 30",20,0.23
1,"Central Square",82,"Nova Electronics Item 82",20,0.23
1,"Central Square",84,"Pulse Fashion Item 84",20,0.23
1,"Central Square",232,"Zenon Grocery Item 232",20,0.23
1,"Central Square",228,"PlayOn Toys Item 228",20,0.23
1,"Central Square",3,"UrbanX Sports Item 3",20,0.23
1,"Central Square",186,"UrbanX Sports Item 186",20,0.23
1,"Central Square",247,"PlayOn Books Item 247",20,0.23
1,"Central Square",158,"Luxe Fashion Item 158",20,0.23
1,"Central Square",208,"UrbanX Books Item 208",20,0.23
1,"Central Square",125,"Acme Electronics Item 125",19,0.22
1,"Central Square",64,"Nova Electronics Item 64",19,0.22
1,"Central Square",244,"Freshly Grocery Item 244",19,0.22
1,"Central Square",271,"Acme Grocery Item 271",19,0.22
1,"Central Square",269,"PlayOn Grocery Item 269",19,0.22
1,"Central Square",296,"Crafto Beauty Item 296",19,0.22
1,"Central Square",245,"Zenon Home Item 245",19,0.22
1,"Central Square",92,"Acme Beauty Item 92",19,0.22
1,"Central Square",80,"Acme Electronics Item 80",18,0.21
1,"Central Square",262,"Acme Electronics Item 262",18,0.21
1,"Central Square",72,"Acme Electronics Item 72",18,0.21
1,"Central Square",50,"Pulse Toys Item 50",18,0.21
1,"Central Square",212,"UrbanX Books Item 212",18,0.21
1,"Central Square",221,"Nova Electronics Item 221",18,0.21
1,"Central Square",47,"Luxe Sports Item 47",17,0.20
1,"Central Square",167,"Pulse Books Item 167",17,0.20
1,"Central Square",6,"PlayOn Beauty Item 6",17,0.20
1,"Central Square",237,"UrbanX Toys Item 237",17,0.20
1,"Central Square",199,"Crafto Beauty Item 199",17,0.20
1,"Central Square",4,"PlayOn Beauty Item 4",17,0.20
1,"Central Square",69,"Acme Books Item 69",16,0.19
1,"Central Square",68,"EcoWare Books Item 68",16,0.19
1,"Central Square",251,"Freshly Books Item 251",16,0.19
1,"Central Square",159,"Freshly Electronics Item 159",16,0.19
1,"Central Square",256,"Freshly Fashion Item 256",15,0.17
1,"Central Square",202,"Nova Electronics Item 202",15,0.17
1,"Central Square",298,"UrbanX Books Item 298",15,0.17
1,"Central Square",281,"Acme Grocery Item 281",15,0.17
1,"Central Square",165,"Crafto Electronics Item 165",15,0.17
1,"Central Square",100,"EcoWare Fashion Item 100",15,0.17
1,"Central Square",169,"Acme Electronics Item 169",15,0.17
1,"Central Square",89,"Freshly Fashion Item 89",15,0.17
1,"Central Square",141,"Pulse Toys Item 141",14,0.16
1,"Central Square",137,"Luxe Beauty Item 137",14,0.16
1,"Central Square",192,"Luxe Sports Item 192",14,0.16
1,"Central Square",46,"Pulse Beauty Item 46",13,0.15
1,"Central Square",138,"Crafto Books Item 138",13,0.15
1,"Central Square",276,"Acme Electronics Item 276",13,0.15
1,"Central Square",66,"Nova Electronics Item 66",13,0.15
1,"Central Square",198,"Nova Fashion Item 198",12,0.14
1,"Central Square",248,"Freshly Grocery Item 248",12,0.14
1,"Central Square",106,"PlayOn Home Item 106",12,0.14
1,"Central Square",58,"EcoWare Electronics Item 58",12,0.14
1,"Central Square",278,"Zenon Electronics Item 278",12,0.14
1,"Central Square",119,"Acme Sports Item 119",12,0.14
1,"Central Square",142,"Nova Home Item 142",12,0.14
1,"Central Square",185,"EcoWare Home Item 185",11,0.13
1,"Central Square",136,"Pulse Beauty Item 136",11,0.13
1,"Central Square",126,"EcoWare Toys Item 126",11,0.13
1,"Central Square",20,"PlayOn Grocery Item 20",10,0.12
1,"Central Square",242,"Nova Toys Item 242",10,0.12
1,"Central Square",140,"Luxe Beauty Item 140",7,0.08
1,"Central Square",40,"Pulse Books Item 40",4,0.05
1,"Central Square",156,"Freshly Grocery Item 156",2,0.02
2,"City Mall",210,"Nova Books Item 210",64,0.75
2,"City Mall",11,"Luxe Beauty Item 11",58,0.68
2,"City Mall",256,"Freshly Fashion Item 256",56,0.66
2,"City Mall",201,"Zenon Sports Item 201",55,0.65
2,"City Mall",272,"Zenon Beauty Item 272",55,0.65
2,"City Mall",101,"EcoWare Toys Item 101",54,0.63
2,"City Mall",129,"EcoWare Home Item 129",53,0.62
2,"City Mall",81,"Acme Electronics Item 81",52,0.61
2,"City Mall",191,"Acme Fashion Item 191",51,0.60
2,"City Mall",118,"Nova Home Item 118",50,0.59
2,"City Mall",277,"Zenon Grocery Item 277",50,0.59
2,"City Mall",184,"Pulse Home Item 184",49,0.58
2,"City Mall",178,"Nova Electronics Item 178",49,0.58
2,"City Mall",219,"Luxe Toys Item 219",49,0.58
2,"City Mall",180,"Luxe Grocery Item 180",48,0.56
2,"City Mall",142,"Nova Home Item 142",48,0.56
2,"City Mall",209,"Acme Sports Item 209",48,0.56
2,"City Mall",190,"Pulse Toys Item 190",48,0.56
2,"City Mall",63,"Crafto Grocery Item 63",48,0.56
2,"City Mall",93,"PlayOn Beauty Item 93",48,0.56
2,"City Mall",89,"Freshly Fashion Item 89",47,0.55
2,"City Mall",121,"Pulse Fashion Item 121",47,0.55
2,"City Mall",35,"Luxe Home Item 35",47,0.55
2,"City Mall",268,"Freshly Home Item 268",45,0.53
2,"City Mall",3,"UrbanX Sports Item 3",45,0.53
2,"City Mall",150,"Luxe Electronics Item 150",45,0.53
2,"City Mall",76,"Nova Books Item 76",45,0.53
2,"City Mall",206,"UrbanX Electronics Item 206",44,0.52
2,"City Mall",270,"Pulse Beauty Item 270",44,0.52
2,"City Mall",160,"PlayOn Books Item 160",43,0.51
2,"City Mall",203,"PlayOn Grocery Item 203",43,0.51
2,"City Mall",300,"Zenon Toys Item 300",43,0.51
2,"City Mall",290,"Pulse Grocery Item 290",43,0.51
2,"City Mall",14,"Luxe Toys Item 14",43,0.51
2,"City Mall",27,"Crafto Fashion Item 27",42,0.49
2,"City Mall",202,"Nova Electronics Item 202",42,0.49
2,"City Mall",207,"Pulse Toys Item 207",41,0.48
2,"City Mall",130,"Freshly Fashion Item 130",41,0.48
2,"City Mall",158,"Luxe Fashion Item 158",40,0.47
2,"City Mall",36,"Pulse Grocery Item 36",40,0.47
2,"City Mall",189,"Pulse Grocery Item 189",40,0.47
2,"City Mall",156,"Freshly Grocery Item 156",40,0.47
2,"City Mall",96,"Luxe Toys Item 96",40,0.47
2,"City Mall",92,"Acme Beauty Item 92",40,0.47
2,"City Mall",148,"Pulse Sports Item 148",40,0.47
2,"City Mall",251,"Freshly Books Item 251",39,0.46
2,"City Mall",274,"Nova Sports Item 274",39,0.46
2,"City Mall",243,"Freshly Fashion Item 243",39,0.46
2,"City Mall",211,"Pulse Home Item 211",39,0.46
2,"City Mall",138,"Crafto Books Item 138",39,0.46
2,"City Mall",185,"EcoWare Home Item 185",38,0.45
2,"City Mall",91,"Acme Home Item 91",38,0.45
2,"City Mall",108,"Zenon Toys Item 108",38,0.45
2,"City Mall",37,"Pulse Fashion Item 37",38,0.45
2,"City Mall",259,"EcoWare Electronics Item 259",38,0.45
2,"City Mall",135,"UrbanX Beauty Item 135",38,0.45
2,"City Mall",187,"Zenon Beauty Item 187",38,0.45
2,"City Mall",99,"UrbanX Sports Item 99",38,0.45
2,"City Mall",212,"UrbanX Books Item 212",37,0.44
2,"City Mall",228,"PlayOn Toys Item 228",37,0.44
2,"City Mall",83,"Pulse Electronics Item 83",37,0.44
2,"City Mall",75,"UrbanX Sports Item 75",37,0.44
2,"City Mall",17,"PlayOn Home Item 17",37,0.44
2,"City Mall",199,"Crafto Beauty Item 199",37,0.44
2,"City Mall",262,"Acme Electronics Item 262",36,0.42
2,"City Mall",261,"Freshly Toys Item 261",36,0.42
2,"City Mall",141,"Pulse Toys Item 141",36,0.42
2,"City Mall",271,"Acme Grocery Item 271",36,0.42
2,"City Mall",278,"Zenon Electronics Item 278",36,0.42
2,"City Mall",231,"Acme Sports Item 231",36,0.42
2,"City Mall",146,"Freshly Home Item 146",36,0.42
2,"City Mall",227,"Luxe Toys Item 227",35,0.41
2,"City Mall",284,"Acme Sports Item 284",35,0.41
2,"City Mall",71,"Acme Grocery Item 71",35,0.41
2,"City Mall",174,"EcoWare Books Item 174",35,0.41
2,"City Mall",106,"PlayOn Home Item 106",35,0.41
2,"City Mall",145,"PlayOn Electronics Item 145",35,0.41
2,"City Mall",291,"Freshly Sports Item 291",35,0.41
2,"City Mall",250,"Pulse Books Item 250",35,0.41
2,"City Mall",193,"Acme Grocery Item 193",34,0.40
2,"City Mall",109,"Acme Electronics Item 109",34,0.40
2,"City Mall",53,"UrbanX Books Item 53",34,0.40
2,"City Mall",105,"Acme Toys Item 105",34,0.40
2,"City Mall",298,"UrbanX Books Item 298",34,0.40
2,"City Mall",152,"PlayOn Grocery Item 152",34,0.40
2,"City Mall",179,"Zenon Grocery Item 179",34,0.40
2,"City Mall",235,"EcoWare Books Item 235",34,0.40
2,"City Mall",213,"UrbanX Grocery Item 213",34,0.40
2,"City Mall",293,"Acme Fashion Item 293",33,0.39
2,"City Mall",16,"EcoWare Fashion Item 16",33,0.39
2,"City Mall",85,"Pulse Grocery Item 85",33,0.39
2,"City Mall",114,"Zenon Toys Item 114",33,0.39
2,"City Mall",265,"Pulse Home Item 265",33,0.39
2,"City Mall",237,"UrbanX Toys Item 237",33,0.39
2,"City Mall",194,"Acme Toys Item 194",33,0.39
2,"City Mall",283,"Pulse Fashion Item 283",33,0.39
2,"City Mall",18,"Nova Books Item 18",32,0.38
2,"City Mall",208,"UrbanX Books Item 208",32,0.38
2,"City Mall",168,"EcoWare Sports Item 168",32,0.38
2,"City Mall",181,"Zenon Electronics Item 181",32,0.38
2,"City Mall",252,"Freshly Sports Item 252",32,0.38
2,"City Mall",292,"Acme Sports Item 292",32,0.38
2,"City Mall",133,"Pulse Home Item 133",32,0.38
2,"City Mall",7,"PlayOn Toys Item 7",32,0.38
2,"City Mall",151,"Acme Sports Item 151",32,0.38
2,"City Mall",217,"Acme Books Item 217",32,0.38
2,"City Mall",90,"Pulse Fashion Item 90",32,0.38
2,"City Mall",240,"Luxe Sports Item 240",32,0.38
2,"City Mall",113,"Acme Books Item 113",32,0.38
2,"City Mall",126,"EcoWare Toys Item 126",31,0.36
2,"City Mall",258,"Zenon Toys Item 258",31,0.36
2,"City Mall",6,"PlayOn Beauty Item 6",31,0.36
2,"City Mall",102,"Nova Toys Item 102",31,0.36
2,"City Mall",117,"Pulse Books Item 117",31,0.36
2,"City Mall",12,"UrbanX Fashion Item 12",31,0.36
2,"City Mall",176,"Pulse Fashion Item 176",31,0.36
2,"City Mall",5,"Freshly Beauty Item 5",31,0.36
2,"City Mall",280,"Crafto Electronics Item 280",30,0.35
2,"City Mall",97,"Luxe Toys Item 97",30,0.35
2,"City Mall",54,"EcoWare Electronics Item 54",30,0.35
2,"City Mall",60,"Nova Beauty Item 60",30,0.35
2,"City Mall",136,"Pulse Beauty Item 136",30,0.35
2,"City Mall",196,"Nova Electronics Item 196",30,0.35
2,"City Mall",112,"Zenon Toys Item 112",29,0.34
2,"City Mall",177,"UrbanX Beauty Item 177",29,0.34
2,"City Mall",38,"Acme Grocery Item 38",29,0.34
2,"City Mall",244,"Freshly Grocery Item 244",29,0.34
2,"City Mall",249,"Pulse Beauty Item 249",29,0.34
2,"City Mall",70,"Zenon Sports Item 70",29,0.34
2,"City Mall",2,"Freshly Books Item 2",29,0.34
2,"City Mall",84,"Pulse Fashion Item 84",29,0.34
2,"City Mall",23,"PlayOn Beauty Item 23",28,0.33
2,"City Mall",139,"Crafto Sports Item 139",28,0.33
2,"City Mall",248,"Freshly Grocery Item 248",28,0.33
2,"City Mall",111,"PlayOn Home Item 111",28,0.33
2,"City Mall",80,"Acme Electronics Item 80",28,0.33
2,"City Mall",57,"PlayOn Electronics Item 57",28,0.33
2,"City Mall",200,"Luxe Sports Item 200",28,0.33
2,"City Mall",26,"UrbanX Grocery Item 26",28,0.33
2,"City Mall",172,"Luxe Sports Item 172",28,0.33
2,"City Mall",164,"Crafto Home Item 164",28,0.33
2,"City Mall",285,"Pulse Home Item 285",27,0.32
2,"City Mall",134,"Luxe Electronics Item 134",27,0.32
2,"City Mall",220,"Acme Fashion Item 220",27,0.32
2,"City Mall",246,"Crafto Beauty Item 246",27,0.32
2,"City Mall",140,"Luxe Beauty Item 140",27,0.32
2,"City Mall",205,"Freshly Fashion Item 205",27,0.32
2,"City Mall",131,"Crafto Electronics Item 131",27,0.32
2,"City Mall",87,"Nova Electronics Item 87",27,0.32
2,"City Mall",153,"Luxe Books Item 153",27,0.32
2,"City Mall",49,"Crafto Beauty Item 49",27,0.32
2,"City Mall",143,"Zenon Beauty Item 143",27,0.32
2,"City Mall",94,"Nova Home Item 94",27,0.32
2,"City Mall",78,"PlayOn Fashion Item 78",26,0.31
2,"City Mall",263,"Nova Beauty Item 263",26,0.31
2,"City Mall",149,"EcoWare Books Item 149",26,0.31
2,"City Mall",66,"Nova Electronics Item 66",26,0.31
2,"City Mall",173,"UrbanX Fashion Item 173",26,0.31
2,"City Mall",255,"Zenon Fashion Item 255",26,0.31
2,"City Mall",241,"Crafto Beauty Item 241",26,0.31
2,"City Mall",31,"UrbanX Fashion Item 31",26,0.31
2,"City Mall",247,"PlayOn Books Item 247",26,0.31
2,"City Mall",229,"Freshly Sports Item 229",26,0.31
2,"City Mall",74,"Acme Home Item 74",26,0.31
2,"City Mall",42,"Luxe Beauty Item 42",26,0.31
2,"City Mall",294,"Nova Electronics Item 294",25,0.29
2,"City Mall",260,"Crafto Sports Item 260",25,0.29
2,"City Mall",64,"Nova Electronics Item 64",25,0.29
2,"City Mall",65,"Acme Grocery Item 65",25,0.29
2,"City Mall",169,"Acme Electronics Item 169",25,0.29
2,"City Mall",264,"Zenon Electronics Item 264",25,0.29
2,"City Mall",41,"UrbanX Toys Item 41",25,0.29
2,"City Mall",232,"Zenon Grocery Item 232",25,0.29
2,"City Mall",98,"Crafto Beauty Item 98",25,0.29
2,"City Mall",279,"EcoWare Toys Item 279",25,0.29
